Province/State,Country/Region,Confirmed,Recovered,Tests,Critical,Remaining,Deaths,Date_last_updated_AEDT,Population,Continent,World,lat,lon
Acre,Brazil,20710,,,,,545,2020-08-05,881935,South America,Worldwide,-9.0478679,-70.52649759999998
Amapá,Brazil,36999,,,,,581,2020-08-05,845731,South America,Worldwide,1.3545441999999999,-51.9161977
Amazonas,Brazil,103269,,,,,3299,2020-08-05,4144597,South America,Worldwide,-4.479925,-63.518539600000004
Pará,Brazil,160695,,,,,5818,2020-08-05,8602865,South America,Worldwide,-4.7493932999999995,-52.89730060000001
Rondônia,Brazil,41239,,,,,898,2020-08-05,1777225,South America,Worldwide,-10.943145,-62.8277863
Roraima,Brazil,33194,,,,,528,2020-08-05,605761,South America,Worldwide,2.135138,-61.3631922
Tocantins,Brazil,27664,,,,,408,2020-08-05,1572866,South America,Worldwide,-10.8855129,-48.3716912
Alagoas,Brazil,63351,,,,,1621,2020-08-05,3337357,South America,Worldwide,-9.661166099999999,-36.650242600000006
Bahia,Brazil,175390,,,,,3678,2020-08-05,14873064,South America,Worldwide,-12.285250999999999,-41.9294776
Ceará,Brazil,179976,,,,,7821,2020-08-05,9132078,South America,Worldwide,-5.3264703,-39.715607299999995
Maranhão,Brazil,123887,,,,,3085,2020-08-05,7075181,South America,Worldwide,-5.2085503,-45.3930262
Paraíba,Brazil,85760,,,,,1901,2020-08-05,4018127,South America,Worldwide,-7.1219366,-36.724684499999995
Pernambuco,Brazil,98833,,,,,6717,2020-08-05,9557071,South America,Worldwide,-8.4116316,-37.591969899999995
Piauí,Brazil,55718,,,,,1416,2020-08-05,3273227,South America,Worldwide,-7.699278200000001,-42.504378700000004
Rio Grande do Norte,Brazil,52724,,,,,1932,2020-08-05,3506853,South America,Worldwide,-5.6781175,-36.4781776
Sergipe,Brazil,61069,,,,,1509,2020-08-05,2298696,South America,Worldwide,-10.6743911,-37.377351899999994
Federal District,Brazil,113930,,,,,1572,2020-08-05,3015268,South America,Worldwide,-15.7754462,-47.7970891
Goiás,Brazil,75010,,,,,1817,2020-08-05,7018354,South America,Worldwide,-15.932366199999999,-50.13929279999999
Mato Grosso,Brazil,57115,,,,,1997,2020-08-05,3484466,South America,Worldwide,-12.2115009,-55.5716547
Mato Grosso do Sul,Brazil,27678,,,,,432,2020-08-05,2778986,South America,Worldwide,-19.5852564,-54.4794731
Espírito Santo,Brazil,86209,,,,,2628,2020-08-05,4018650,South America,Worldwide,-19.5687682,-40.1721991
Minas Gerais,Brazil,135728,,,,,3043,2020-08-05,21168791,South America,Worldwide,-18.526484399999998,-44.158865399999996
Rio de Janeiro,Brazil,168911,,,,,13715,2020-08-05,17264943,South America,Worldwide,-22.911013699999998,-43.2093727
São Paulo,Brazil,575589,,,,,23702,2020-08-05,45919049,South America,Worldwide,-23.5506507,-46.633382399999995
Paraná,Brazil,82718,,,,,2128,2020-08-05,11433957,South America,Worldwide,-24.4842187,-51.8148872
Rio Grande do Sul,Brazil,73618,,,,,2099,2020-08-05,11286500,South America,Worldwide,-29.8425284,-53.76805770000001
Santa Catarina,Brazil,92157,,,,,1235,2020-08-05,6727000,South America,Worldwide,-27.0628367,-51.114965000000005
